"";"Hydro_condition";"plot_ident";"plant_ident";"H_stem";"H_spike";"N_kernel";"W_kernel";"N_spikelet";"Ps";"Yield_Cor";"Bloc";"N_spike";"PMG";"H_plant";"Fertility_rate"
"841";"R";"35";9;88,4;6;36;1,88;19;77,7;499,8946989474;"G3";294,1176470588;52,4123539232053;94,4;87,5
"842";"R";"35";10;54,1;6;20;1,04;21;77,7;499,8946989474;"G3";294,1176470588;52,4123539232053;60,1;75
"843";"R";"27";1;68,2;7,6;46;2,6;23;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;75,8;87,5
"844";"R";"27";2;64;7;30;1,4;23;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;71;87,5
"845";"R";"27";3;60;6;18;1;15;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;66;75
"846";"R";"27";4;80,4;7,6;25;1,68;21;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;88;100
"847";"R";"27";5;53,4;5;15;0,68;17;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;58,4;100
"848";"R";"27";6;86,7;6;18;1,08;17;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;92,7;87,5
"849";"R";"27";7;57,3;6;22;1,15;19;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;63,3;100
"850";"R";"27";8;67,5;6,5;39;1,87;19;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;74;100
"851";"R";"27";9;51,2;5,3;31;0,7;17;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;56,5;87,5
"852";"R";"27";10;77,5;7,5;52;2,25;23;76,9;454,4333684211;"G3";255,4179566563;52,2890559732665;85;100
"853";"R";"13";1;70,5;7,9;43;2,41;25;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;78,4;100
"854";"R";"13";2;83,6;7;22;0,63;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;90,6;87,5
"855";"R";"13";3;83,5;7;34;1,93;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;90,5;100
"856";"R";"13";4;83,2;8;29;1,57;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;91,2;87,5
"857";"R";"13";5;64;7;30;1,66;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;71;87,5
"858";"R";"13";6;70,4;7;20;1,21;19;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;77,4;75
"859";"R";"13";7;78,6;10;38;2,06;25;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;88,6;100
"860";"R";"13";8;93,6;8;36;2,48;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;101,6;100
"861";"R";"13";9;80;7,5;35;1,92;21;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;87,5;87,5
"862";"R";"13";10;80;8;29;1,48;19;77,5;952,4857894737;"F3";335,9133126935;53,2608695652174;88;100
"863";"R";"9";1;72,6;6,5;33;1,82;19;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;79,1;100
"864";"R";"9";2;72,5;8;42;2,07;21;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;80,5;100
"865";"R";"9";3;71,3;5,9;13;0,69;19;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;77,2;100
"866";"R";"9";4;80,5;7;47;2,22;19;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;87,5;100
"867";"R";"9";5;74;6,6;41;1,75;19;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;80,6;75
"868";"R";"9";6;80,3;10;50;2,68;25;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;90,3;100
"869";"R";"9";7;61,7;5,5;18;0,72;17;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;67,2;75
"870";"R";"9";8;83,5;6,8;36;2,02;21;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;90,3;100
"871";"R";"9";9;66,2;6,5;10;0,54;21;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;72,7;62,5
"872";"R";"9";10;79,1;6,7;34;2,02;23;75,2;585,5635515789;"E3";329,7213622291;56,4154103852596;85,8;100
"873";"R";"14";1;74,2;7;32;1,97;19;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;81,2;100
"874";"R";"14";2;74,5;7;30;1,61;19;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;81,5;100
"875";"R";"14";3;67;5,2;7;0,32;17;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;72,2;NA
"876";"R";"14";4;72;7,5;34;1,9;21;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;79,5;87,5
"877";"R";"14";5;70,4;7;41;1,61;19;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;77,4;75
"878";"R";"14";6;64,4;5,8;13;0,73;19;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;70,2;NA
"879";"R";"14";7;71,6;7,5;28;1,81;19;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;79,1;87,5
"880";"R";"14";8;62,3;6;36;1,19;17;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;68,3;75
"881";"R";"14";9;84;8,5;50;2,39;25;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;92,5;100
"882";"R";"14";10;73,6;7,5;44;1,72;21;77,4;632,1711961184;"F3";278,6377708978;52,5714285714286;81,1;100
"883";"R";"12";1;75,1;7,6;29;1,54;21;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;82,7;62,5
"884";"R";"12";2;79;6;15;0,89;17;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;85;62,5
"885";"R";"12";3;79,4;7;19;1,09;19;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;86,4;87,5
"886";"R";"12";4;76;9;41;2,08;25;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;85;87,5
"887";"R";"12";5;77,1;9;49;2,53;23;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;86,1;100
"888";"R";"12";6;75,2;7,8;33;1,78;21;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;83;100
"889";"R";"12";7;73,2;7;42;2,35;23;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;80,2;100
"890";"R";"12";8;83,1;8;48;2,15;21;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;91,1;100
"891";"R";"12";9;75;7,5;34;1,73;21;75,9;387,1905740132;"E3";258,5139318885;55,7396449704142;82,5;100
"892";"R";"6";1;70;8;21;1,27;19;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;78;87,5
"893";"R";"6";2;67;5,1;14;0,65;15;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;72,1;62,5
"894";"R";"6";3;63;5,5;19;0,93;15;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;68,5;75
"895";"R";"6";4;86,6;6,5;23;1,29;19;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;93,1;87,5
"896";"R";"6";5;75;7;24;1,35;19;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;82;75
"897";"R";"6";6;79,5;6;23;1,27;19;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;85,5;87,5
"898";"R";"6";7;73,3;7,5;39;2,11;21;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;80,8;87,5
"899";"R";"6";8;70;7;29;1,5;21;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;77;87,5
"900";"R";"6";9;74,1;9;32;1,69;21;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;83,1;87,5
"901";"R";"6";10;80,2;7;45;1,57;21;75,5;515,8900526316;"E3";328,173374613;50,9766277128548;87,2;87,5
"902";"R";"16";1;73,3;7,5;16;1,29;23;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;80,8;75
"903";"R";"16";2;66,5;6,5;35;0,88;19;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;73;87,5
"904";"R";"16";3;67;8;29;2,08;19;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;75;100
"905";"R";"16";4;91,5;6;25;1,81;19;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;97,5;100
"906";"R";"16";5;82;6;57;1,33;19;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;88;87,5
"907";"R";"16";6;71;9,5;46;3,28;25;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;80,5;100
"908";"R";"16";7;82;8;43;2,08;25;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;90;100
"909";"R";"16";8;89,9;8;36;2,3;21;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;97,9;100
"910";"R";"16";9;70;7,5;29;1,97;21;76,8;594,8417263158;"F3";349,8452012384;54,6599496221662;77,5;100
"911";"R";"26";1;83,4;8;33;1,91;21;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;91,4;100
"912";"R";"26";2;68,5;6;26;1,7;21;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;74,5;100
"913";"R";"26";3;78;6,7;22;1,51;19;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;84,7;87,5
"914";"R";"26";4;67,4;5;22;1,05;17;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;72,4;87,5
"915";"R";"26";5;66;6;18;1,09;17;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;72;87,5
"916";"R";"26";6;67,9;5;15;0,9;15;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;72,9;75
"917";"R";"26";7;72,4;5,3;14;0,93;19;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;77,7;62,5
"918";"R";"26";8;66;7;11;0,88;21;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;73;NA
"919";"R";"26";9;67,4;4,8;9;0,64;17;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;72,2;62,5
"920";"R";"26";10;64,1;4,5;24;0,53;15;75,6;480,5120415789;"G3";235,2941176471;52,2053872053872;68,6;NA
"921";"R";"22";1;77,6;6,1;24;1,05;21;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;83,7;100
"922";"R";"22";2;68,9;5,5;20;1,12;19;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;74,4;87,5
"923";"R";"22";3;83,8;7,5;33;1,93;21;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;91,3;100
"924";"R";"22";4;78;7,5;42;2,21;21;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;85,5;100
"925";"R";"22";5;76,7;7,5;31;1,84;19;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;84,2;87,5
"926";"R";"22";6;79,1;5,6;23;1,09;19;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;84,7;87,5
"927";"R";"22";7;74;7;44;1,54;21;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;81;NA
"928";"R";"22";8;85,6;8;41;2,78;21;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;93,6;100
"929";"R";"22";9;62,1;6,8;18;1,02;19;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;68,9;75
"930";"R";"22";10;67,4;6,5;12;0,59;17;77,3;416,2666381579;"F3";301,8575851393;51,0083333333333;73,9;75
"931";"R";"21";1;68,5;7,2;32;1,62;21;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;75,7;100
"932";"R";"21";2;71,5;6;37;1,69;23;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;77,5;100
"933";"R";"21";3;81;9;48;2,9;23;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;90;100
"934";"R";"21";4;66;6,5;18;1,29;19;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;72,5;100
"935";"R";"21";5;65,6;5,5;20;1,02;19;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;71,1;100
"936";"R";"21";6;78,5;6;43;2,31;15;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;84,5;100
"937";"R";"21";7;64;6;24;1,57;19;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;70;100
"938";"R";"21";8;79,3;6,5;26;1,7;19;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;85,8;100
"939";"R";"21";9;72,2;5,5;21;1,26;17;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;77,7;100
"940";"R";"21";10;65,9;6,9;27;1,23;15;78,4;437,1800171053;"F3";329,7213622291;54,7679324894515;72,8;87,5
"941";"R";"24";1;59,8;6,5;22;1,4;19;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;66,3;75
"942";"R";"24";2;73,1;6;29;1,45;19;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;79,1;100
"943";"R";"24";3;67,4;5;17;0,88;15;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;72,4;87,5
"944";"R";"24";4;74,7;6;31;1,8;17;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;80,7;100
"945";"R";"24";5;70,4;7;45;2,02;21;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;77,4;87,5
"946";"R";"24";6;61,1;8;45;2,4;23;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;69,1;100
"947";"R";"24";7;62,2;8,5;39;2,19;23;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;70,7;100
"948";"R";"24";8;79,2;7;42;2,25;21;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;86,2;100
"949";"R";"24";9;74,8;7,5;42;2,14;21;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;82,3;100
"950";"R";"24";10;63,9;6,5;41;1,8;21;76,7;580,7194105263;"F3";258,5139318885;53,0259849119866;70,4;62,5
